id	filename	md5	size	state
0057a0e7-2a9b-4b65-929a-3d4ae903bebc	0057a0e7-2a9b-4b65-929a-3d4ae903bebc/nationwidechildrens.org_clinical.TCGA-AA-3518.xml	90811826bf0df0dc61654d768826cca4	24273	validated
007b27c5-d36e-4bec-9321-b03b773fd3b8	007b27c5-d36e-4bec-9321-b03b773fd3b8/nationwidechildrens.org_clinical.TCGA-A6-6651.xml	77121d4c04a449b161c8072ae94ba719	58972	validated
00b9eb65-04c6-4d62-9cf6-6b77d75ab79b	00b9eb65-04c6-4d62-9cf6-6b77d75ab79b/nationwidechildrens.org_clinical.TCGA-DM-A285.xml	8289ab78615b36ba33b9f17d81cf554a	29043	validated
010b815e-525d-44af-826c-546afc82b277	010b815e-525d-44af-826c-546afc82b277/nationwidechildrens.org_clinical.TCGA-AA-3495.xml	d0ea41f824109e6ef40ac0206b96b9fb	29154	validated
01680897-377e-4229-95fb-b17f357d0de5	01680897-377e-4229-95fb-b17f357d0de5/nationwidechildrens.org_clinical.TCGA-AA-3712.xml	31ecef626d59bc748fed0451b0d91e5a	24335	validated
03f0f710-8114-49da-9c42-8c9d47823a67	03f0f710-8114-49da-9c42-8c9d47823a67/nationwidechildrens.org_clinical.TCGA-D5-6924.xml	d52298e4c6885938f2861bd7d645e75e	29346	validated
05989205-2469-4988-816d-ca6fa07a1482	05989205-2469-4988-816d-ca6fa07a1482/nationwidechildrens.org_clinical.TCGA-D5-6922.xml	86f73a3b5e5fc4d8e5f15e2b5c0f0262	29306	validated
0626bbf6-749a-4660-a691-2d1c4b013f27	0626bbf6-749a-4660-a691-2d1c4b013f27/nationwidechildrens.org_clinical.TCGA-G4-6311.xml	f4b4315bbd42043fb0fc158a7fd4fd3c	49467	validated
0675712e-ec71-4aad-95e0-9885c263e5ea	0675712e-ec71-4aad-95e0-9885c263e5ea/nationwidechildrens.org_clinical.TCGA-QG-A5YX.xml	b35278ac112cb0de5373f6ba1e7aa633	36851	validated
06cf3ecb-e028-46a0-9b11-f04915b201fb	06cf3ecb-e028-46a0-9b11-f04915b201fb/nationwidechildrens.org_clinical.TCGA-D5-6920.xml	d3f146272c93a4c8384d2ec45359f4b4	29353	validated
0828a8bb-d7c7-4541-a09e-c3275be23ee7	0828a8bb-d7c7-4541-a09e-c3275be23ee7/nationwidechildrens.org_clinical.TCGA-CM-6678.xml	edb68ad2039993d8981f4c8238bff873	67076	validated
08ad388e-bcd4-46dd-9c97-08988908e078	08ad388e-bcd4-46dd-9c97-08988908e078/nationwidechildrens.org_clinical.TCGA-CA-6715.xml	6b2b5186732f039df21de05b1cb6efe0	46380	validated
0a436729-33c6-4a14-85f3-9d8ff95d99c2	0a436729-33c6-4a14-85f3-9d8ff95d99c2/nationwidechildrens.org_clinical.TCGA-D5-5537.xml	27886a10ae1ca6529a373a86fa7aa76c	31788	validated
0aa88272-1ba9-4502-807d-c51065b5b785	0aa88272-1ba9-4502-807d-c51065b5b785/nationwidechildrens.org_clinical.TCGA-D5-6931.xml	8383535c3e502c8a4296a86ca8b3bf8d	29241	validated
0aaaf548-22e8-444b-8676-88b0ef215086	0aaaf548-22e8-444b-8676-88b0ef215086/nationwidechildrens.org_clinical.TCGA-CA-5254.xml	757d4af9895354c742b1b30e28a35152	50846	validated
0ac86f0e-dc88-4f3f-a39f-d9a202f60e8d	0ac86f0e-dc88-4f3f-a39f-d9a202f60e8d/nationwidechildrens.org_clinical.TCGA-A6-A56B.xml	9496942c77ff182049cd2ecc1426b30f	61139	validated
0b182114-e1e9-4121-83db-f8c37f6dac8c	0b182114-e1e9-4121-83db-f8c37f6dac8c/nationwidechildrens.org_clinical.TCGA-CM-6169.xml	feae509130ed34b3562ee99bd4d82943	59144	validated
0c3c3bb7-7b28-4816-b4f2-82865e189ff9	0c3c3bb7-7b28-4816-b4f2-82865e189ff9/nationwidechildrens.org_clinical.TCGA-CM-5863.xml	3f17dc51ae28626bf8c41f1d8b6f7d0f	65455	validated
0ed6357d-9f16-4a42-900d-6743b6fe85c6	0ed6357d-9f16-4a42-900d-6743b6fe85c6/nationwidechildrens.org_clinical.TCGA-CM-6167.xml	1699343db53e5204b6d32444f14dacea	35301	validated
10296092-6f50-4d5a-bfa4-bda6bc5ba9d9	10296092-6f50-4d5a-bfa4-bda6bc5ba9d9/nationwidechildrens.org_clinical.TCGA-AA-3516.xml	637be3d84716e7504126d04e5267f8a6	28937	validated
106984b5-b543-404c-ad59-32ccba8c3e16	106984b5-b543-404c-ad59-32ccba8c3e16/nationwidechildrens.org_clinical.TCGA-A6-5666.xml	b19f1e7375a7741f5c88c2febbf06854	44538	validated
114ddec1-77de-4d71-9617-b7a2d681cd26	114ddec1-77de-4d71-9617-b7a2d681cd26/nationwidechildrens.org_omf.TCGA-G4-6314.xml	d55dd57015d5d87827ea2180f159a330	11169	validated
11f6092d-0996-4fa6-ae75-883e7d607d1b	11f6092d-0996-4fa6-ae75-883e7d607d1b/nationwidechildrens.org_clinical.TCGA-4T-AA8H.xml	9f292b629e1e2de6097d419d9deda7c0	35849	validated
1218edda-47dc-4abc-bf07-26a313da6043	1218edda-47dc-4abc-bf07-26a313da6043/nationwidechildrens.org_clinical.TCGA-F4-6808.xml	a1cc1bc613207315714fc1f1a01da4cb	29504	validated
128f1ea5-a82c-4f7b-894e-c130ab372fdc	128f1ea5-a82c-4f7b-894e-c130ab372fdc/nationwidechildrens.org_clinical.TCGA-AY-A8YK.xml	e9d0ec09fc0675f2542dc2ed3184c099	48487	validated
131f312b-de0d-45a9-b7b7-b1cbec8790da	131f312b-de0d-45a9-b7b7-b1cbec8790da/nationwidechildrens.org_clinical.TCGA-A6-2671.xml	9f5116ed01145eb9e7a4faf354db1bc1	184770	validated
1349bb5d-2f1c-439b-ab81-4384adad2151	1349bb5d-2f1c-439b-ab81-4384adad2151/nationwidechildrens.org_clinical.TCGA-A6-6781.xml	0dcf2abd2822a23fb05cc150651b2223	59244	validated
1752dd23-7d20-4801-9a8c-8dac9de9d3fc	1752dd23-7d20-4801-9a8c-8dac9de9d3fc/nationwidechildrens.org_clinical.TCGA-A6-6782.xml	89dc118055341305cf7a86443c862c4a	33850	validated
17e85b95-ef0b-4746-a39c-329c20bd0191	17e85b95-ef0b-4746-a39c-329c20bd0191/nationwidechildrens.org_clinical.TCGA-D5-6531.xml	67b7dbd483816efd1c370e88d8973f26	29041	validated
181f17bb-cf68-4d7f-be90-d452fc31d1ce	181f17bb-cf68-4d7f-be90-d452fc31d1ce/nationwidechildrens.org_omf.TCGA-AA-3662.xml	82a8fe1147585388ca36967ed8baabf6	11078	validated
189e2655-ea8f-41a1-b9fd-e91128baedea	189e2655-ea8f-41a1-b9fd-e91128baedea/nationwidechildrens.org_clinical.TCGA-AA-3697.xml	94defaba61a2080de31b696be7bca572	28954	validated
198a6dc5-d33b-43b0-bbcd-8278ff8bf2d8	198a6dc5-d33b-43b0-bbcd-8278ff8bf2d8/nationwidechildrens.org_clinical.TCGA-D5-6532.xml	e2a803d76af058f6a65ab055f4689042	29023	validated
1a57188b-cd6b-49ed-8c51-732542dbab6d	1a57188b-cd6b-49ed-8c51-732542dbab6d/nationwidechildrens.org_omf.TCGA-G4-6628.xml	a347104f6eeeaddb25f28cb48bd8dd8c	10659	validated
1a74a765-59eb-4478-b387-2f636914f839	1a74a765-59eb-4478-b387-2f636914f839/nationwidechildrens.org_clinical.TCGA-A6-5656.xml	25d75d97a4b85a4d58f8475a922a14ae	34210	validated
1a868322-c754-4a0c-859a-c93b4af07458	1a868322-c754-4a0c-859a-c93b4af07458/nationwidechildrens.org_clinical.TCGA-CK-5912.xml	3fab22c8dd34ad0cbaa8328ce0ed7f47	28930	validated
1aceb4da-b8e8-4fda-9df1-236ab606bbf8	1aceb4da-b8e8-4fda-9df1-236ab606bbf8/nationwidechildrens.org_clinical.TCGA-AZ-4684.xml	4d3f161e1569d8bbf1e78f85362ef53b	41853	validated
1b02c63d-773b-43c4-8c29-71c7392f81b8	1b02c63d-773b-43c4-8c29-71c7392f81b8/nationwidechildrens.org_clinical.TCGA-AY-A54L.xml	1ff574cecf8ca6769eb1c1f1aa3f4524	33353	validated
1bb5202e-01a0-4fe9-a3e3-595ac06ffe05	1bb5202e-01a0-4fe9-a3e3-595ac06ffe05/nationwidechildrens.org_clinical.TCGA-AA-A01Z.xml	f770fb10666ce8a35a36919cbdec1c09	31562	validated
1bc74154-eb7d-4ab9-9a26-a7a4b1b3cced	1bc74154-eb7d-4ab9-9a26-a7a4b1b3cced/nationwidechildrens.org_clinical.TCGA-A6-2675.xml	4ff5939ef2724b824e3755241ed1be8d	33919	validated
1bcb7432-bb54-4030-867b-3cc9dc3f7b1a	1bcb7432-bb54-4030-867b-3cc9dc3f7b1a/nationwidechildrens.org_clinical.TCGA-A6-6649.xml	d56962951a232c7ba734731eb405afd0	58951	validated
1f59989c-f1af-467c-92c3-611e5776df48	1f59989c-f1af-467c-92c3-611e5776df48/nationwidechildrens.org_clinical.TCGA-A6-6138.xml	f1af7f6374244e81b5d61e61a8571ffd	33587	validated
1f9290af-a451-4767-8de1-6831ac5dd635	1f9290af-a451-4767-8de1-6831ac5dd635/nationwidechildrens.org_clinical.TCGA-DM-A28F.xml	f455ea79718f2955009538758f409742	29122	validated
20486cee-6fa7-417f-9660-0ae7600de79c	20486cee-6fa7-417f-9660-0ae7600de79c/nationwidechildrens.org_clinical.TCGA-CM-6674.xml	5d3e1cf13dccc36fa17aa24881b988ea	35206	validated
20560e23-95b5-473f-a227-ccd9f37c3c45	20560e23-95b5-473f-a227-ccd9f37c3c45/nationwidechildrens.org_clinical.TCGA-F4-6459.xml	e40aa4ef9ca1bbb4a7fca1eb422ebafb	29220	validated
21461a19-7f92-4b76-9cae-2ca5024793fd	21461a19-7f92-4b76-9cae-2ca5024793fd/nationwidechildrens.org_clinical.TCGA-CM-4744.xml	7ba9c9e4fc849d44fb5fa69a6f074252	33895	validated
2180bc9c-51c9-4725-a6c7-6b7436aae439	2180bc9c-51c9-4725-a6c7-6b7436aae439/nationwidechildrens.org_clinical.TCGA-RU-A8FL.xml	e87dd37cd385a351f4b1da837ba8e7ce	63020	validated
22a86401-7d2e-46ac-84da-b5b470114f88	22a86401-7d2e-46ac-84da-b5b470114f88/nationwidechildrens.org_clinical.TCGA-QL-A97D.xml	126342dade3c0b4892e4907b52996aa3	28951	validated
23097b8b-ae03-4642-a1a7-d56b8ea92bda	23097b8b-ae03-4642-a1a7-d56b8ea92bda/nationwidechildrens.org_omf.TCGA-G4-6625.xml	1c1d210b509a5b5e38d2e2831e74d568	18743	validated
23bd68b9-8fc6-48e3-9659-529948560b40	23bd68b9-8fc6-48e3-9659-529948560b40/nationwidechildrens.org_clinical.TCGA-DM-A28K.xml	b149606b36689db1b33870443ad0d816	29017	validated
243d17bd-5f9f-45a5-9a9e-9d618c6d06dc	243d17bd-5f9f-45a5-9a9e-9d618c6d06dc/nationwidechildrens.org_omf.TCGA-AA-3516.xml	c115231f010977f119952b2b36a63797	27327	validated
24b0f7f9-0044-4762-82f7-8f1c53083b70	24b0f7f9-0044-4762-82f7-8f1c53083b70/nationwidechildrens.org_clinical.TCGA-AA-3663.xml	149ac8052eabe84c5d3893aef31eba55	29250	validated
